YEAR,MO,DY,HR,Irradiance,Temperature,Pressure,Relative Humidity,Wind Speed,Column E X 50,SOLAR(KWhr),WIND(KWhr),S+W(KWhr)
2021,1,11,7,113.68,24.78,100.72,89.94,4.42,5684,8.526,0.884,9.41
2021,1,11,8,292.25,25.64,100.78,87.06,4.9,14612.5,21.91875,0.98,22.89875
2021,1,11,9,484.77,26.48,100.76,83.69,5.6,24238.5,36.35775,1.12,37.47775
2021,1,11,10,524.61,27.12,100.71,80.75,6.12,26230.5,39.34575,1.224,40.56975
2021,1,11,11,536.45,27.51,100.61,78.81,6.34,26822.5,40.23375,1.268,41.50175
2021,1,11,12,490.66,27.73,100.51,77.56,6.31,24533,36.7995,1.262,38.0615
2021,1,11,13,418.76,27.74,100.42,77.25,6.17,20938,31.407,1.234,32.641
2021,1,11,14,279.58,27.44,100.39,78.31,5.85,13979,20.9685,1.17,22.1385
2021,1,11,15,179,26.9,100.41,81.5,5.23,8950,13.425,1.046,14.471
2021,1,11,16,77.66,26.16,100.46,86.56,4.28,3883,5.8245,0.856,6.6805
2021,1,11,17,9.72,25.19,100.53,90.88,3.76,486,0.729,0.752,1.481
2021,1,11,18,0,24.87,100.61,91.88,4.06,0,0,0.812,0.812
2021,1,11,19,0,24.7,100.7,92.44,4.44,0,0,0.888,0.888
2021,1,11,20,0,24.52,100.75,93.06,4.59,0,0,0.918,0.918
2021,1,11,21,0,24.33,100.75,93.69,4.6,0,0,0.92,0.92
2021,1,11,22,0,24.17,100.73,93.88,4.55,0,0,0.91,0.91
2021,1,11,23,0,24.02,100.68,93.88,4.41,0,0,0.882,0.882
2021,1,12,0,0,23.88,100.61,93.75,4.35,0,0,0.87,0.87
2021,1,12,1,0,23.79,100.54,93.5,4.51,0,0,0.902,0.902
2021,1,12,2,0,23.69,100.47,93.12,4.56,0,0,0.912,0.912
2021,1,12,3,0,23.62,100.45,92.69,4.56,0,0,0.912,0.912
2021,1,12,4,0,23.58,100.49,92.25,4.52,0,0,0.904,0.904
2021,1,12,5,0,23.55,100.56,91.75,4.46,0,0,0.892,0.892
2021,1,12,6,20.88,23.93,100.66,90.31,4.73,1044,1.566,0.946,2.512
2021,1,12,7,89.29,24.87,100.77,87.12,5.2,4464.5,6.69675,1.04,7.73675
2021,1,12,8,223.7,25.84,100.84,83.06,5.66,11185,16.7775,1.132,17.9095
2021,1,12,9,340.51,26.62,100.83,79.06,6.3,17025.5,25.53825,1.26,26.79825
2021,1,12,10,369.98,27.17,100.78,76.31,6.64,18499,27.7485,1.328,29.0765
2021,1,12,11,263.89,27.62,100.68,74.5,6.71,13194.5,19.79175,1.342,21.13375
2021,1,12,12,263.94,27.86,100.57,73.44,6.56,13197,19.7955,1.312,21.1075
2021,1,12,13,335.33,27.94,100.47,73,6.42,16766.5,25.14975,1.284,26.43375
2021,1,12,14,306.02,27.73,100.41,73.38,6.21,15301,22.9515,1.242,24.1935
2021,1,12,15,200.5,27.33,100.4,74.88,5.82,10025,15.0375,1.164,16.2015
2021,1,12,16,82.36,26.52,100.43,79.69,4.88,4118,6.177,0.976,7.153
2021,1,12,17,11.05,25.24,100.49,85.56,4.05,552.5,0.82875,0.81,1.63875
2021,1,12,18,0,24.86,100.59,86.62,4.07,0,0,0.814,0.814
2021,1,12,19,0,24.72,100.66,87.31,4.08,0,0,0.816,0.816
2021,1,12,20,0,24.56,100.71,88.31,4.13,0,0,0.826,0.826
2021,1,12,21,0,24.39,100.72,89.25,4.2,0,0,0.84,0.84
2021,1,12,22,0,24.23,100.7,90.06,4.28,0,0,0.856,0.856
2021,1,12,23,0,24.04,100.66,90.56,4.26,0,0,0.852,0.852
2021,1,13,0,0,23.83,100.61,91,4.23,0,0,0.846,0.846
2021,1,13,1,0,23.62,100.56,91.31,4.19,0,0,0.838,0.838
2021,1,13,2,0,23.44,100.52,91.31,4.05,0,0,0.81,0.81
2021,1,13,3,0,23.17,100.51,91.62,3.78,0,0,0.756,0.756
2021,1,13,4,0,22.97,100.54,91.81,3.62,0,0,0.724,0.724
2021,1,13,5,0,22.84,100.6,91.81,3.56,0,0,0.712,0.712
2021,1,13,6,32.66,23.53,100.69,89.75,3.81,1633,2.4495,0.762,3.2115
2021,1,13,7,189.28,24.94,100.78,84.12,4.54,9464,14.196,0.908,15.104
2021,1,13,8,361.41,26.25,100.83,77.38,5.35,18070.5,27.10575,1.07,28.17575
2021,1,13,9,474.74,27.13,100.81,72.75,5.99,23737,35.6055,1.198,36.8035
2021,1,13,10,545.38,27.68,100.75,71.12,6.17,27269,40.9035,1.234,42.1375
2021,1,13,11,540.04,28.05,100.65,70.5,6.12,27002,40.503,1.224,41.727
2021,1,13,12,537.12,28.19,100.54,70.5,6.01,26856,40.284,1.202,41.486
2021,1,13,13,471.55,28.14,100.45,70.56,5.94,23577.5,35.36625,1.188,36.55425
2021,1,13,14,388.46,27.89,100.42,71.12,5.82,19423,29.1345,1.164,30.2985
2021,1,13,15,300.9,27.38,100.44,73.06,5.49,15045,22.5675,1.098,23.6655
2021,1,13,16,131.32,26.44,100.49,78.69,4.54,6566,9.849,0.908,10.757
2021,1,13,17,12.79,25.12,100.55,85.12,3.74,639.5,0.95925,0.748,1.70725
2021,1,13,18,0,24.6,100.65,86.5,3.7,0,0,0.74,0.74
2021,1,13,19,0,24.33,100.73,87,3.61,0,0,0.722,0.722
2021,1,13,20,0,24.12,100.77,87.5,3.45,0,0,0.69,0.69
2021,1,13,21,0,23.95,100.76,87.81,3.29,0,0,0.658,0.658
2021,1,13,22,0,23.8,100.72,88.12,3.09,0,0,0.618,0.618
2021,1,13,23,0,23.58,100.66,88.44,2.94,0,0,0.588,0.588
2021,1,14,0,0,23.39,100.58,88.75,2.84,0,0,0.568,0.568
2021,1,14,1,0,23.22,100.52,89.31,2.78,0,0,0.556,0.556
2021,1,14,2,0,23.08,100.47,89.81,2.83,0,0,0.566,0.566
2021,1,14,3,0,23.01,100.47,89.81,2.97,0,0,0.594,0.594
2021,1,14,4,0,23.02,100.5,89.75,3.12,0,0,0.624,0.624
2021,1,14,5,0,23.01,100.57,90.12,3.25,0,0,0.65,0.65
2021,1,14,6,32.27,23.51,100.67,89.44,3.61,1613.5,2.42025,0.722,3.14225
2021,1,14,7,122.01,24.49,100.78,86.5,4.51,6100.5,9.15075,0.902,10.05275
2021,1,14,8,222.4,25.37,100.84,83.38,5.14,11120,16.68,1.028,17.708
2021,1,14,9,313.92,26.24,100.82,79.94,5.87,15696,23.544,1.174,24.718
2021,1,14,10,395.24,27.04,100.74,76.62,6.38,19762,29.643,1.276,30.919
2021,1,14,11,526.04,27.63,100.62,74.25,6.43,26302,39.453,1.286,40.739
2021,1,14,12,501.72,27.88,100.5,73,6.31,25086,37.629,1.262,38.891
2021,1,14,13,446.69,27.83,100.42,72.69,6.23,22334.5,33.50175,1.246,34.74775
2021,1,14,14,332.13,27.55,100.39,73.19,6.1,16606.5,24.90975,1.22,26.12975
2021,1,14,15,206.79,27.09,100.42,74.69,5.75,10339.5,15.50925,1.15,16.65925
2021,1,14,16,92.59,26.27,100.47,79.5,4.78,4629.5,6.94425,0.956,7.90025
2021,1,14,17,11.98,25.07,100.52,85.44,3.86,599,0.8985,0.772,1.6705
2021,1,14,18,0,24.55,100.58,86.56,3.78,0,0,0.756,0.756
2021,1,14,19,0,24.23,100.64,87.06,3.68,0,0,0.736,0.736
2021,1,14,20,0,23.96,100.66,87.56,3.62,0,0,0.724,0.724
2021,1,14,21,0,23.66,100.65,88.44,3.56,0,0,0.712,0.712
2021,1,14,22,0,23.4,100.61,89.69,3.49,0,0,0.698,0.698
2021,1,14,23,0,23.23,100.56,90.19,3.49,0,0,0.698,0.698
2021,1,15,0,0,23.23,100.49,89.94,3.51,0,0,0.702,0.702
2021,1,15,1,0,23.14,100.43,89.75,3.66,0,0,0.732,0.732
2021,1,15,2,0,23.05,100.37,89.69,3.74,0,0,0.748,0.748
2021,1,15,3,0,22.9,100.37,89.62,3.75,0,0,0.75,0.75
2021,1,15,4,0,22.77,100.45,89.62,3.62,0,0,0.724,0.724
2021,1,15,5,0,22.69,100.57,89.38,3.51,0,0,0.702,0.702
2021,1,15,6,36.82,23.35,100.69,87.88,3.57,1841,2.7615,0.714,3.4755
2021,1,15,7,185.59,24.7,100.79,82.5,4.5,9279.5,13.91925,0.9,14.81925
2021,1,15,8,387.93,25.78,100.85,77.5,4.96,19396.5,29.09475,0.992,30.08675
2021,1,15,9,530.9,26.66,100.84,73.62,5.09,26545,39.8175,1.018,40.8355
2021,1,15,10,636.07,27.26,100.77,71.75,5.05,31803.5,47.70525,1.01,48.71525
2021,1,15,11,699.88,27.61,100.65,70.69,5.06,34994,52.491,1.012,53.503
2021,1,15,12,668.85,27.75,100.51,69.62,5.02,33442.5,50.16375,1.004,51.16775
2021,1,15,13,562.59,27.67,100.41,68.94,4.91,28129.5,42.19425,0.982,43.17625
2021,1,15,14,455.16,27.34,100.37,69,4.78,22758,34.137,0.956,35.093
2021,1,15,15,288.16,26.76,100.37,70.81,4.51,14408,21.612,0.902,22.514
2021,1,15,16,133.19,25.73,100.43,76.5,3.77,6659.5,9.98925,0.754,10.74325
2021,1,15,17,14.37,24.12,100.51,83.62,3.24,718.5,1.07775,0.648,1.72575
2021,1,15,18,0,23.5,100.6,84.56,3.26,0,0,0.652,0.652
2021,1,15,19,0,23.15,100.68,84.69,3.22,0,0,0.644,0.644
2021,1,15,20,0,22.86,100.7,84.69,3.14,0,0,0.628,0.628
2021,1,15,21,0,22.6,100.67,84.62,3.09,0,0,0.618,0.618
2021,1,15,22,0,22.36,100.6,84.62,3.03,0,0,0.606,0.606
2021,1,15,23,0,22.12,100.53,84.56,2.98,0,0,0.596,0.596
2021,1,16,0,0,21.92,100.46,84.5,2.94,0,0,0.588,0.588
2021,1,16,1,0,21.73,100.4,84.56,2.9,0,0,0.58,0.58
2021,1,16,2,0,21.49,100.36,84.75,2.91,0,0,0.582,0.582
2021,1,16,3,0,21.23,100.38,85.25,2.92,0,0,0.584,0.584
2021,1,16,4,0,21.05,100.43,85.5,2.91,0,0,0.582,0.582
2021,1,16,5,0,20.94,100.52,85.44,2.85,0,0,0.57,0.57
2021,1,16,6,34.73,21.72,100.62,84.5,2.61,1736.5,2.60475,0.522,3.12675
2021,1,16,7,217.45,23.83,100.72,76.75,2.96,10872.5,16.30875,0.592,16.90075
2021,1,16,8,419,25.34,100.78,69.88,3.38,20950,31.425,0.676,32.101
2021,1,16,9,613.41,26.33,100.75,66.69,3.47,30670.5,46.00575,0.694,46.69975
2021,1,16,10,750.95,27.04,100.67,64.81,3.49,37547.5,56.32125,0.698,57.01925
2021,1,16,11,788.64,27.55,100.54,63.5,3.5,39432,59.148,0.7,59.848
2021,1,16,12,768.59,27.81,100.41,62.88,3.44,38429.5,57.64425,0.688,58.33225
2021,1,16,13,676.44,27.83,100.31,62.94,3.32,33822,50.733,0.664,51.397
2021,1,16,14,507.36,27.58,100.28,63.5,3.25,25368,38.052,0.65,38.702
2021,1,16,15,327.12,27.09,100.29,65.31,3.21,16356,24.534,0.642,25.176
2021,1,16,16,158.05,26.07,100.36,70.94,2.97,7902.5,11.85375,0.594,12.44775
2021,1,16,17,15.84,24.06,100.44,80.5,2.73,792,1.188,0.546,1.734
2021,1,16,18,0,23.33,100.54,81.31,2.88,0,0,0.576,0.576
2021,1,16,19,0,22.94,100.64,81.81,2.92,0,0,0.584,0.584
2021,1,16,20,0,22.59,100.68,82.31,2.96,0,0,0.592,0.592
2021,1,16,21,0,22.28,100.68,82.81,2.98,0,0,0.596,0.596
2021,1,16,22,0,22.01,100.62,83.31,2.95,0,0,0.59,0.59
2021,1,16,23,0,21.79,100.56,83.56,2.88,0,0,0.576,0.576
2021,1,17,0,0,21.62,100.48,83.88,2.76,0,0,0.552,0.552
2021,1,17,1,0,21.52,100.41,83.94,2.6,0,0,0.52,0.52
2021,1,17,2,0,21.55,100.38,83.12,2.33,0,0,0.466,0.466
2021,1,17,3,0,21.67,100.4,81.88,1.99,0,0,0.398,0.398
2021,1,17,4,0,21.64,100.45,81.38,1.66,0,0,0.332,0.332
2021,1,17,5,0,21.56,100.54,81.12,1.48,0,0,0.296,0.296
2021,1,17,6,30.68,22.04,100.64,82.19,1.48,1534,2.301,0.296,2.597
2021,1,17,7,174.2,23.67,100.75,77.25,1.94,8710,13.065,0.388,13.453
2021,1,17,8,362.27,25.23,100.82,70.88,3.1,18113.5,27.17025,0.62,27.79025
2021,1,17,9,533.11,26.15,100.82,68.38,3.58,26655.5,39.98325,0.716,40.69925
2021,1,17,10,658.05,26.8,100.76,66.75,3.98,32902.5,49.35375,0.796,50.14975
2021,1,17,11,796.84,27.19,100.67,65.94,4.35,39842,59.763,0.87,60.633
2021,1,17,12,795.05,27.32,100.56,65.44,4.7,39752.5,59.62875,0.94,60.56875
2021,1,17,13,712.23,27.21,100.47,65.38,5.03,35611.5,53.41725,1.006,54.42325
2021,1,17,14,550.63,26.87,100.45,66.06,5.3,27531.5,41.29725,1.06,42.35725
2021,1,17,15,347.05,26.26,100.47,68,5.33,17352.5,26.02875,1.066,27.09475
2021,1,17,16,159.12,25.16,100.53,74,4.59,7956,11.934,0.918,12.852
2021,1,17,17,16.2,23.37,100.61,81.69,3.89,810,1.215,0.778,1.993
2021,1,17,18,0,22.8,100.72,82.5,3.97,0,0,0.794,0.794
2021,1,17,19,0,22.5,100.82,82.81,3.98,0,0,0.796,0.796
2021,1,17,20,0,22.32,100.86,82.88,3.93,0,0,0.786,0.786
2021,1,17,21,0,22.17,100.84,82.69,3.87,0,0,0.774,0.774
2021,1,17,22,0,22.02,100.77,82.44,3.77,0,0,0.754,0.754
2021,1,17,23,0,21.86,100.69,82.12,3.67,0,0,0.734,0.734
2021,1,18,0,0,21.68,100.6,81.75,3.56,0,0,0.712,0.712
2021,1,18,1,0,21.51,100.52,81.31,3.48,0,0,0.696,0.696
2021,1,18,2,0,21.31,100.49,81.44,3.45,0,0,0.69,0.69
2021,1,18,3,0,21.13,100.53,82.19,3.48,0,0,0.696,0.696
2021,1,18,4,0,21.23,100.6,82.44,3.48,0,0,0.696,0.696
2021,1,18,5,0,21.28,100.72,82.56,3.49,0,0,0.698,0.698
2021,1,18,6,37.6,22.1,100.84,82.56,3.31,1880,2.82,0.662,3.482
2021,1,18,7,233.98,24.08,100.96,74.88,3.82,11699,17.5485,0.764,18.3125
2021,1,18,8,466.69,25.33,101.02,68.19,4.46,23334.5,35.00175,0.892,35.89375
2021,1,18,9,649.33,26.2,101.01,65,4.78,32466.5,48.69975,0.956,49.65575
2021,1,18,10,765.13,26.87,100.93,63.44,5.01,38256.5,57.38475,1.002,58.38675
2021,1,18,11,784,27.33,100.82,62.56,5.27,39200,58.8,1.054,59.854
2021,1,18,12,795.08,27.55,100.7,62.19,5.58,39754,59.631,1.116,60.747
2021,1,18,13,679.38,27.52,100.6,62.25,5.79,33969,50.9535,1.158,52.1115
2021,1,18,14,571.45,27.22,100.54,63.12,5.77,28572.5,42.85875,1.154,44.01275
2021,1,18,15,375.09,26.57,100.52,65.44,5.46,18754.5,28.13175,1.092,29.22375
2021,1,18,16,167.48,25.45,100.55,72.31,4.45,8374,12.561,0.89,13.451
2021,1,18,17,17.29,24.02,100.59,79.06,3.8,864.5,1.29675,0.76,2.05675
2021,1,18,18,0,23.55,100.68,79.94,3.74,0,0,0.748,0.748
2021,1,18,19,0,23.31,100.77,80.44,3.63,0,0,0.726,0.726
2021,1,18,20,0,23.13,100.81,80.94,3.54,0,0,0.708,0.708
2021,1,18,21,0,22.94,100.81,81.5,3.44,0,0,0.688,0.688
2021,1,18,22,0,22.76,100.75,81.81,3.31,0,0,0.662,0.662
2021,1,18,23,0,22.58,100.68,82.19,3.16,0,0,0.632,0.632
2021,1,19,0,0,22.36,100.58,82.88,3.08,0,0,0.616,0.616
2021,1,19,1,0,21.98,100.51,83.94,3.13,0,0,0.626,0.626
2021,1,19,2,0,21.68,100.46,85,3.28,0,0,0.656,0.656
2021,1,19,3,0,21.48,100.47,85.69,3.43,0,0,0.686,0.686
2021,1,19,4,0,21.41,100.54,85.94,3.47,0,0,0.694,0.694
2021,1,19,5,0,21.43,100.64,85.69,3.42,0,0,0.684,0.684
2021,1,19,6,30.03,22.26,100.76,83.75,3.32,1501.5,2.25225,0.664,2.91625
2021,1,19,7,188.09,24,100.88,76.19,4.01,9404.5,14.10675,0.802,14.90875
2021,1,19,8,394.62,25.3,100.95,69.5,4.16,19731,29.5965,0.832,30.4285
2021,1,19,9,548.83,26.16,100.94,66.06,4.13,27441.5,41.16225,0.826,41.98825
2021,1,19,10,705.28,26.8,100.87,64.5,4.16,35264,52.896,0.832,53.728
2021,1,19,11,769.62,27.26,100.76,63.75,4.23,38481,57.7215,0.846,58.5675
2021,1,19,12,788.26,27.5,100.64,63.44,4.3,39413,59.1195,0.86,59.9795
2021,1,19,13,687.78,27.54,100.54,63.31,4.4,34389,51.5835,0.88,52.4635
2021,1,19,14,536.6,27.32,100.49,63.88,4.53,26830,40.245,0.906,41.151
2021,1,19,15,355.51,26.79,100.49,66,4.6,17775.5,26.66325,0.92,27.58325
2021,1,19,16,155.54,25.64,100.52,73.19,4.14,7777,11.6655,0.828,12.4935
2021,1,19,17,16.88,23.75,100.56,81.56,3.85,844,1.266,0.77,2.036
2021,1,19,18,0,23.14,100.65,83.12,4.05,0,0,0.81,0.81
2021,1,19,19,0,22.83,100.74,84.06,4.11,0,0,0.822,0.822
2021,1,19,20,0,22.58,100.78,84.94,4.05,0,0,0.81,0.81
2021,1,19,21,0,22.37,100.79,85.88,3.89,0,0,0.778,0.778
2021,1,19,22,0,22.23,100.75,86.56,3.74,0,0,0.748,0.748
2021,1,19,23,0,22.06,100.69,87.19,3.54,0,0,0.708,0.708
2021,1,20,0,0,21.88,100.63,87.88,3.39,0,0,0.678,0.678
2021,1,20,1,0,21.72,100.56,88.69,3.32,0,0,0.664,0.664
2021,1,20,2,0,21.6,100.52,89.5,3.27,0,0,0.654,0.654
2021,1,20,3,0,21.49,100.52,90.25,3.23,0,0,0.646,0.646
2021,1,20,4,0,21.4,100.58,91,3.16,0,0,0.632,0.632
2021,1,20,5,0,21.26,100.66,91.75,3.12,0,0,0.624,0.624
2021,1,20,6,34.16,22.12,100.75,89.38,3.26,1708,2.562,0.652,3.214
2021,1,20,7,210.38,23.66,100.83,83.25,3.81,10519,15.7785,0.762,16.5405
2021,1,20,8,436.32,25.19,100.9,77.56,3.73,21816,32.724,0.746,33.47
2021,1,20,9,466.58,26.37,100.89,73.19,3.7,23329,34.9935,0.74,35.7335
2021,1,20,10,557.11,27.23,100.82,69.75,3.68,27855.5,41.78325,0.736,42.51925
2021,1,20,11,537.12,27.84,100.69,68,3.73,26856,40.284,0.746,41.03
2021,1,20,12,405.84,28.23,100.57,67.5,3.93,20292,30.438,0.786,31.224
2021,1,20,13,354.23,28.33,100.47,67.75,4.25,17711.5,26.56725,0.85,27.41725
2021,1,20,14,290.22,28.15,100.44,68.5,4.61,14511,21.7665,0.922,22.6885
2021,1,20,15,202.85,27.65,100.46,70.31,4.72,10142.5,15.21375,0.944,16.15775
2021,1,20,16,139.2,26.63,100.52,75.5,4.27,6960,10.44,0.854,11.294
2021,1,20,17,17.88,24.97,100.6,83.75,3.59,894,1.341,0.718,2.059
2021,1,20,18,0,24.33,100.68,85.62,3.56,0,0,0.712,0.712
2021,1,20,19,0,23.95,100.76,86.69,3.4,0,0,0.68,0.68
2021,1,20,20,0,23.65,100.79,87.31,3.18,0,0,0.636,0.636
2021,1,20,21,0,23.4,100.79,87.88,3,0,0,0.6,0.6
2021,1,20,22,0,23.19,100.75,88.25,2.88,0,0,0.576,0.576
2021,1,20,23,0,23.01,100.69,88.56,2.79,0,0,0.558,0.558
2021,1,21,0,0,22.84,100.63,88.81,2.72,0,0,0.544,0.544
2021,1,21,1,0,22.69,100.55,89.06,2.68,0,0,0.536,0.536
2021,1,21,2,0,22.56,100.51,89.5,2.64,0,0,0.528,0.528
2021,1,21,3,0,22.45,100.51,90,2.55,0,0,0.51,0.51
2021,1,21,4,0,22.36,100.55,90.31,2.41,0,0,0.482,0.482
2021,1,21,5,0,22.32,100.64,90.38,2.23,0,0,0.446,0.446
2021,1,21,6,38.76,23.03,100.73,89.25,2.01,1938,2.907,0.402,3.309
2021,1,21,7,222.63,24.24,100.82,84,2.16,11131.5,16.69725,0.432,17.12925
2021,1,21,8,439.34,25.73,100.88,77,1.87,21967,32.9505,0.374,33.3245
2021,1,21,9,613.53,27.1,100.86,71.19,1.76,30676.5,46.01475,0.352,46.36675
2021,1,21,10,653.78,28.11,100.78,69.38,1.7,32689,49.0335,0.34,49.3735
2021,1,21,11,747.21,28.83,100.66,69.69,1.67,37360.5,56.04075,0.334,56.37475
2021,1,21,12,706.84,29.19,100.52,70.56,1.59,35342,53.013,0.318,53.331
2021,1,21,13,670.1,29.28,100.41,71.12,1.54,33505,50.2575,0.308,50.5655
2021,1,21,14,552.44,29.15,100.34,71.81,1.72,27622,41.433,0.344,41.777
2021,1,21,15,364.19,28.8,100.34,73.75,2.09,18209.5,27.31425,0.418,27.73225
2021,1,21,16,164.95,28.01,100.39,77.75,2.51,8247.5,12.37125,0.502,12.87325
2021,1,21,17,19.15,26.33,100.46,87.12,2.74,957.5,1.43625,0.548,1.98425
2021,1,21,18,0,25.59,100.55,89.5,3.15,0,0,0.63,0.63
2021,1,21,19,0,25.22,100.63,91.31,3.28,0,0,0.656,0.656
2021,1,21,20,0,24.87,100.67,92.88,3.17,0,0,0.634,0.634
2021,1,21,21,0,24.44,100.68,94.94,2.94,0,0,0.588,0.588
2021,1,21,22,0,24.02,100.64,96.69,2.72,0,0,0.544,0.544
2021,1,21,23,0,23.78,100.59,97.12,2.44,0,0,0.488,0.488
2021,1,22,0,0,23.71,100.54,96.44,2.18,0,0,0.436,0.436
2021,1,22,1,0,23.63,100.5,96,2.03,0,0,0.406,0.406
2021,1,22,2,0,23.49,100.47,95.88,2.04,0,0,0.408,0.408
2021,1,22,3,0,23.37,100.49,95.88,2.09,0,0,0.418,0.418
2021,1,22,4,0,23.34,100.55,95.44,2.15,0,0,0.43,0.43
2021,1,22,5,0,23.41,100.64,94.06,2.12,0,0,0.424,0.424
2021,1,22,6,37.23,24.2,100.74,91.19,1.95,1861.5,2.79225,0.39,3.18225
2021,1,22,7,184.09,25.77,100.84,84.06,2.37,9204.5,13.80675,0.474,14.28075
2021,1,22,8,354.36,26.79,100.9,79,2.45,17718,26.577,0.49,27.067
2021,1,22,9,531.93,27.54,100.89,75.69,2.38,26596.5,39.89475,0.476,40.37075
2021,1,22,10,709.47,28.13,100.82,73,2.33,35473.5,53.21025,0.466,53.67625
2021,1,22,11,742.15,28.51,100.71,70.88,2.37,37107.5,55.66125,0.474,56.13525
2021,1,22,12,714.16,28.65,100.57,69.38,2.45,35708,53.562,0.49,54.052
2021,1,22,13,671.43,28.59,100.46,68.5,2.66,33571.5,50.35725,0.532,50.88925
2021,1,22,14,548.97,28.32,100.41,68.56,3.04,27448.5,41.17275,0.608,41.78075
2021,1,22,15,370.23,27.78,100.4,70.56,3.38,18511.5,27.76725,0.676,28.44325
2021,1,22,16,158.33,26.75,100.43,76.19,3.41,7916.5,11.87475,0.682,12.55675
2021,1,22,17,18.84,25.02,100.48,85.81,3.03,942,1.413,0.606,2.019
2021,1,22,18,0,24.3,100.56,88.06,3.14,0,0,0.628,0.628
2021,1,22,19,0,23.91,100.64,89.25,3.16,0,0,0.632,0.632
2021,1,22,20,0,23.59,100.68,89.94,3.11,0,0,0.622,0.622
2021,1,22,21,0,23.28,100.68,90.62,3.07,0,0,0.614,0.614
2021,1,22,22,0,22.99,100.64,91.38,3.08,0,0,0.616,0.616
2021,1,22,23,0,22.73,100.59,92,3.1,0,0,0.62,0.62
2021,1,23,0,0,22.51,100.53,92.38,3.07,0,0,0.614,0.614
2021,1,23,1,0,22.34,100.47,92.62,2.96,0,0,0.592,0.592
2021,1,23,2,0,22.21,100.44,92.75,2.79,0,0,0.558,0.558
2021,1,23,3,0,22.11,100.45,92.62,2.57,0,0,0.514,0.514
2021,1,23,4,0,22.08,100.51,92.25,2.33,0,0,0.466,0.466
2021,1,23,5,0,22.13,100.6,91.69,2.12,0,0,0.424,0.424
2021,1,23,6,32.66,22.8,100.7,89.62,1.9,1633,2.4495,0.38,2.8295
2021,1,23,7,177.48,24.7,100.79,82.25,2.13,8874,13.311,0.426,13.737
2021,1,23,8,356.35,25.85,100.87,77.31,2.16,17817.5,26.72625,0.432,27.15825
2021,1,23,9,530,26.73,100.88,73.62,2.18,26500,39.75,0.436,40.186
2021,1,23,10,645.92,27.46,100.84,70.25,2.31,32296,48.444,0.462,48.906
2021,1,23,11,766.72,28.03,100.76,67.5,2.56,38336,57.504,0.512,58.016
2021,1,23,12,749.83,28.31,100.64,65.31,2.85,37491.5,56.23725,0.57,56.80725
2021,1,23,13,669.98,28.29,100.55,64.25,3.16,33499,50.2485,0.632,50.8805
2021,1,23,14,513.18,28.01,100.52,64.62,3.45,25659,38.4885,0.69,39.1785
2021,1,23,15,342.38,27.5,100.54,66.88,3.59,17119,25.6785,0.718,26.3965
2021,1,23,16,154.8,26.44,100.59,73.06,3.42,7740,11.61,0.684,12.294
2021,1,23,17,19.26,24.56,100.65,83.56,2.96,963,1.4445,0.592,2.0365
2021,1,23,18,0,23.87,100.74,85.38,3,0,0,0.6,0.6
2021,1,23,19,0,23.49,100.81,86.25,2.9,0,0,0.58,0.58
2021,1,23,20,0,23.16,100.82,86.5,2.69,0,0,0.538,0.538
2021,1,23,21,0,22.86,100.8,86.25,2.45,0,0,0.49,0.49
2021,1,23,22,0,22.64,100.76,85.88,2.22,0,0,0.444,0.444
2021,1,23,23,0,22.57,100.72,84.88,1.96,0,0,0.392,0.392
2021,1,24,0,0,22.57,100.67,83.69,1.63,0,0,0.326,0.326
2021,1,24,1,0,22.51,100.62,82.81,1.28,0,0,0.256,0.256
2021,1,24,2,0,22.55,100.59,81.75,0.9,0,0,0.18,0.18
2021,1,24,3,0,22.38,100.6,82.06,0.57,0,0,0.114,0.114
2021,1,24,4,0,21.95,100.65,83.75,0.58,0,0,0.116,0.116
2021,1,24,5,0,21.58,100.73,85.44,0.87,0,0,0.174,0.174
2021,1,24,6,37.68,21.95,100.82,85.81,1.13,1884,2.826,0.226,3.052
2021,1,24,7,202.66,23.51,100.93,80.5,1.49,10133,15.1995,0.298,15.4975
2021,1,24,8,457.31,25.4,100.99,70.44,1.36,22865.5,34.29825,0.272,34.57025
2021,1,24,9,641.97,26.68,100.99,63.25,1.49,32098.5,48.14775,0.298,48.44575
2021,1,24,10,766.35,27.45,100.94,60.19,1.7,38317.5,57.47625,0.34,57.81625
2021,1,24,11,816.6,27.96,100.84,58.69,2.01,40830,61.245,0.402,61.647
2021,1,24,12,803.43,28.19,100.72,58.06,2.38,40171.5,60.25725,0.476,60.73325
2021,1,24,13,716.21,28.19,100.6,57.94,2.76,35810.5,53.71575,0.552,54.26775
2021,1,24,14,592.67,27.93,100.55,58.81,3.17,29633.5,44.45025,0.634,45.08425
2021,1,24,15,400.47,27.45,100.55,60.75,3.4,20023.5,30.03525,0.68,30.71525
2021,1,24,16,179.19,26.37,100.58,67.75,3.18,8959.5,13.43925,0.636,14.07525
2021,1,24,17,20.93,24.32,100.64,78.19,2.98,1046.5,1.56975,0.596,2.16575
2021,1,24,18,0,23.56,100.72,79.44,3.15,0,0,0.63,0.63
2021,1,24,19,0,23.13,100.81,80.19,3.17,0,0,0.634,0.634
2021,1,24,20,0,22.8,100.86,80.62,3.05,0,0,0.61,0.61
2021,1,24,21,0,22.57,100.87,80.56,2.86,0,0,0.572,0.572
